"DATE_","ID","TSECS","SPECIES","LATITUDE","LONGITUDE","CONTBEH","DIST2COL","Observed_2State","Observed_3State","Observed_StateTw"
"2010-06-23",12,27561,"Common tern",55.3185,-1.50538,"TS",2693.68048,"Travelling","Transit search","Foraging"
"2010-06-23",12,27562,"Common tern",55.31841,-1.5053,"TS",2704.15263,"Travelling","Transit search","Foraging"
"2010-06-23",12,27563,"Common tern",55.31832,-1.50522,"TS",2714.63083,"Travelling","Transit search","Foraging"
"2010-06-23",12,27564,"Common tern",55.31823,-1.50514,"TS",2725.11502,"Travelling","Transit search","Foraging"
"2010-06-23",12,27565,"Common tern",55.31814,-1.50506,"TS",2735.60513,"Travelling","Transit search","Foraging"
"2010-06-23",12,27566,"Common tern",55.31805,-1.50498,"TS",2746.10109,"Travelling","Transit search","Foraging"
"2010-06-23",12,27567,"Common tern",55.31795,-1.50494,"TS",2755.63769,"Travelling","Transit search","Foraging"
"2010-06-23",12,27568,"Common tern",55.31785,-1.5049,"TS",2765.18893,"Travelling","Transit search","Foraging"
"2010-06-23",12,27569,"Common tern",55.31775,-1.50485,"TS",2774.75465,"Travelling","Transit search","Foraging"
"2010-06-23",12,27570,"Common tern",55.31765,-1.50481,"TS",2784.33471,"Travelling","Transit search","Foraging"
"2010-06-23",12,27571,"Common tern",55.31755,-1.50477,"TS",2793.92894,"Travelling","Transit search","Foraging"
"2010-06-23",12,27572,"Common tern",55.31746,-1.50475,"TS",2801.1336,"Travelling","Transit search","Foraging"
"2010-06-23",12,27573,"Common tern",55.31738,-1.50474,"TS",2808.35314,"Travelling","Transit search","Foraging"
"2010-06-23",12,27574,"Common tern",55.31729,-1.50473,"TS",2815.58746,"Travelling","Transit search","Foraging"
